,Unnamed: 0,Compound,Tc
11094,14698,Nb0.05Mo0.95C1,13.5
11095,14699,Y1Sr2Cu2.65Ga0.35O6.7,21
11096,14701,H0.5Li1Nb1O2,5.5
11097,14704,Ca1.9Cu1Cl2O2,15
11098,14705,Ba1Fe1.83Co0.17As2,19.6
11099,14706,Hf0.05Nb0.95,9.52
11100,14707,Ba1Fe1.79Zn0.1Co0.11As2,8
11101,14708,Y2Rh3Si5,2.7
11102,14709,Dy1Ni1.99Co0.02B2C1,3.1
11103,14710,Ru0.4W0.6,4.835
11104,14712,Hg1Pb1.8,5.7
11105,14715,Ca1La1Ba1Cu2.76Fe0.24O7,22
11106,14718,Bi1.4Pb0.6Sr2Ca1.9Ga0.1Cu3O7,104.4
11107,14719,Y0.8Ca0.2Ba2Cu3O6.49,61
11108,14720,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5
11109,14721,Ca8.41Nd1.59Pt3Fe10As18,28.1
11110,14723,La1.88Ca0.12Cu1O4,24
11111,14724,Mo1Sr2Sm1.5Ce1Cu2O10,18
11112,14725,Rh0.12Ti0.88,4
11113,14726,La0.8Pr0.2Ba2Cu3O7,59.8
11114,14727,Ba8Si25Ge21,2.8
11115,14728,Na0.3Sb1Ta2S5,3.5
11116,14730,Ca1La1Ba1Cu2.85Zn0.045O7,55
11117,14732,Y0.6Th0.4Ni1C2,7.85
11118,14733,Ga0.01Sn0.99,3.726
11119,14734,Mo2N1,5.1
11120,14736,In0.03Sn0.97Te1.01,1.07
11121,14738,Ir0.28W0.72,4.475
11122,14739,Ru1Sr1.94La0.06Eu1Cu2O8,7
11123,14740,Na1Fe2Se2,46
11124,14742,Sr2Y1Cu3O7.95,62
11125,14743,La0.75Y0.25F0.5Bi1S2O0.5,3.1
11126,14744,Tm1Rh4B4,8.888
11127,14746,Y1Ba1.8La0.2Cu4O7.9,60.1
11128,14747,Gd1.1Ba1.9Cu3O7,93
11129,14749,Ca1.85Na0.15Cu1Br2O2,10
11130,14750,Ba8Si23Ge23,2.28
11131,14751,B12Li1.7,7.05
11132,14752,Nb0.75Al0.1875Ge0.0625,20
11133,14753,La1.765Nd0.125Sr0.11Cu1O4,26
11134,14754,Rh0.01Zr0.99,2.92
11135,14756,La1Mo6S8,6.73
11136,14757,C60Rb4,29
11137,14758,Nb99.861O0.139,9.03
11138,14759,Y1Ni1.6Pt0.4B2C1,12.1
11139,14760,Tm1Ni1.99Co0.02B2C1,10.3
11140,14761,Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
11141,14762,Y1Ba2Cu2.95Zn0.05O6.8,60
11142,14764,Pb2Sr2Eu0.9Ca0.1Cu3O8.1,69
11143,14765,In3Lu1,0.24
11144,14766,Eu1,1.375
11145,14767,Tb1Fe1As1O0.82,43.8
11146,14768,Nb3Al0.39Ge0.61,7.3
11147,14769,Mo0.96Zr0.04B2,5.74
11148,14770,Pr1Ir2Zn20,0.06
11149,14772,Bi0.5Cd0.25Pb0.25Sn0.12,8.2
11150,14773,Bi1Zr3,2.84
11151,14774,Nb0.87Si0.09N0.87O0.13,16.35
11152,14775,Y0.8Ca0.2Ba2Cu3O6.3,40.6
11153,14776,Y0.8Pr0.2Ba2Cu3O7.1,57.6
11154,14777,Ir0.64Rh0.3Se2,8.77
11155,14778,Y1Ba2Cu2.64Fe0.36O7,32
11156,14779,Rh1Te2,0.755
11157,14780,Nb0.92Ti0.08N0.93,15.2
11158,14781,La1.736Nd0.117Ca0.138Ba0.012Cu1O4,29.4
11159,14782,Ca10Pt4.05Fe8.95As18,13
11160,14784,V0.75Ge0.175Al0.075,10.8
11161,14786,Ir0.8Re0.2,0.66
11162,14787,Hf1N1Cl0.7,24
11163,14788,La1.9Sr0.1Cu0.99Ni0.01O4,12.3
11164,14789,Ba1Fe2As1.46P0.54,24.5
11165,14790,Nd1Rh4B4,5.323333333
11166,14791,La1.5Ba1Ca0.5Cu3O7.126,67
11167,14793,Co1Lu3,0.175
11168,14794,Pr1.85Ce0.15Cu0.99Ni0.01O4.065,0.93
11169,14795,Sm1Ba2Cu3O6.927,88.1
11170,14796,H15Th4,8.025
11171,14799,Y0.8Ca0.2Ba2Cu3O6.51,62.6
11172,14800,Y0.95Pr0.05Ba2Cu3O6.97,91.5
11173,14801,C1Re0.01W1,1.3
11174,14802,Er1Ba2Cu2.76Zn0.24O6.89,36
11175,14803,Nb0.24Tc0.76,12.9
11176,14804,U1.02Ni2Al3,0.51
11177,14805,Mo0.3Nb0.7,2.575
11178,14806,Mg1B1.96C0.04,36.25
11179,14807,Tb0.8Th0.2Fe1As1O1,52
11180,14808,V1.5Nb1.5Sb1,7.4
11181,14809,Sn0.5Eu0.5Mo6S8,10.2
11182,14810,Eu1.5Ce0.5Sr2Cu2Nb1O10,23.5
11183,14811,Ge1.78La1,1.57
11184,14812,Ho1.8Dy0.2Ni2B2C1,6.6
11185,14813,Y1.4Ti0.6C3,12.9
11186,14814,Ce1Fe1As1H0.22O0.78,48
11187,14815,Pd0.72W0.28,0.345
11188,14817,Sr1Fe1.826Co0.174As2,9.5
11189,14818,Ce1Ni0.8Bi2,4.15
11190,14820,Mg0.97Al0.03B2,37.3
11191,14821,Y0.85Pr0.15Ba2Cu3O6.84,75
11192,14822,Fe1.02Te0.8Se0.2,13.6
11193,14823,Y1Ni1Pd1B2C1,11.8
11194,14824,Dy0.6Tm0.4Ni2B2C1,5.77
11195,14825,La1Fe1As1H0.85,35
11196,14826,Sm1Fe0.9Ru0.1As1F0.15O0.85,21.7
11197,14827,Eu0.7Pr0.3Ba2Cu3O6.66,41
11198,14828,K0.8Fe1.992Co0.008Se2,17
11199,14830,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88
11200,14831,Rh0.075Zr0.925,6.225
11201,14832,Y0.4Pr0.6Ba1Sr1Cu3O7,23
11202,14833,V3Si0.2Ge0.8,6.1
11203,14834,P1Sn1,2
11204,14835,Y1Ba1.9La0.1Cu3O6.7,54.5
11205,14836,Y1Ni2B2C1,14.17727273
11206,14837,Er0.99Ca0.01Ba2Cu4O8,79.3
11207,14839,La1Ba0.8Ca1.2Cu3O7.11,60
11208,14841,In0.91Te1,2.04
11209,14842,V3Si0.79Ga0.21,10.7
11210,14843,Pd2Y0.8Dy0.2Sn1,1.4
11211,14845,La2.82Pr0.18S4,4.33
11212,14846,Nd1.2Ba1.6Ca0.2Cu3O6.929,51
11213,14847,La1.83Sr0.17Cu0.98Ni0.02O4,22.45
11214,14848,Ag1.2Mo4.8S6,8.9
11215,14849,Mo0.4Tc0.6,14.7
11216,14852,Er0.73Ho0.27Rh4B4,8.06
11217,14853,Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,76.4
11218,14854,Sn0.6In0.4Te1,4.51
11219,14856,Rh5Y1,0.56
11220,14857,Pb1Mo6S7,11.1
11221,14858,Eu0.5K0.5Fe2As2,32.16666667
11222,14859,Lu0.37Dy0.63Ni2B2C1,3.59
11223,14861,Nb3Sn0.7Al0.3,15.775
11224,14862,V3Si0.9Al0.1,14
11225,14863,Ce1Fe0.83Co0.17As1H1,19.5
11226,14864,Al0.12V0.88,1.73
11227,14867,Sr1Fe1.8Co0.2As2,18.365
11228,14869,Sr4Ca10Cu24O41,2
11229,14870,Hf1Os2,2.27
11230,14872,Mo0.3Tc0.7,12
11231,14873,La1Fe1As1H0.41O0.59,19.5
11232,14874,Au0.24Nb0.76,10.78
11233,14876,Ca1B1.05Pd3,0.8
11234,14877,Ce1Ir0.75Co0.25In5,1.52
11235,14879,Cu0.84Ge0.16,0.117
11236,14880,Pd0.6W0.4,1.29
11237,14881,Y1Sr1.55Ba0.45Cu2.5B0.5O7,16
11238,14882,Mg1C1Ni2.995Ru0.005,6.92
11239,14883,Bi1Pd1,3.746666667
11240,14885,Y1Ba1.9Cs0.1Cu3O6.65,93.45
11241,14886,Au1.3Pd0.7In1Y1,2.68
11242,14887,Ca1.5Na0.5Cu1Cl2O2,28.5
11243,14888,Ce1Fe1As1F0.11O0.89,47
11244,14889,La1.855Sr0.145Cu0.99Ni0.01O4,33
11245,14890,Rh1Se1.75,6
11246,14891,Eu1.84075Y0.00925Ce0.15Cu1O4,5.2
11247,14892,Ge2Y1,3.8
11248,14893,Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79
11249,14896,Tl0.67Cr0.33Sr4Cu2C1O10,77
11250,14897,Pd31Zr69,2.34
11251,14898,Y1Ba2Cu2.919Zn0.081O6.83,28
11252,14899,Nd0.95La0.9Ce0.15Cu1O4,20.2
11253,14902,La0.996Tb0.004Al2,2.4
11254,14903,Ni1Zr2,1.981666667
11255,14908,Rh0.065Zr0.935,5.9
11256,14909,Sn0.97As0.009Te0.991,0.0195
11257,14910,La1N1,1.175
11258,14911,Sm1.85Ce0.15Cu1O3.97,21.8
11259,14912,Sm1Ba1.8Pr0.2Cu3O7.04,26.5
11260,14916,La1.83Sr0.15Na0.02Cu1O4,37
11261,14917,Bi2Sr2Ca1Cu2O8.256,67.2
11262,14918,Y0.76Ca0.24Ba2Cu2.55Co0.45O6.93,51
11263,14919,Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
11264,14921,Sr1Pd1.8Rh0.2Ge2,2.92
11265,14922,Hg0.8Bi0.2Sr2Ca2Cu3O8.35,102
11266,14924,Cr0.82Ir0.18,0.75
11267,14925,Pd0.87Te2,1.85
11268,14926,Tl2Ba2Ca2Cu3O9.964,112
11269,14927,Cu0.02Fe0.98Se0.85,4.1
11270,14928,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,61
11271,14929,La1.885Sr0.115Cu1O4,28.414
11272,14930,Rh0.07Zr0.93,5.95
11273,14931,Ba0.77K0.23Bi1O3,28
11274,14932,Tl1.6Ba2Ca2.4Cu3O9.67,118
11275,14933,La1.9Sr0.1Cu0.995Zn0.005O4,19.645
11276,14934,Sr2Y1Cu3O7.65,69.5
11277,14935,Tl1Sr1.8Ca0.2Yb1Cu2O7,45
11278,14936,Sn0.25Te0.75,1.7
11279,14937,Ca9.29Sm0.71Pt3Fe10As18,26.2
11280,14938,Hg1Ba2Ca1Cu2O6.22,127
11281,14940,Fe1Te0.6Se0.4,13.36666667
11282,14941,Ce0.5Yb0.5Co1In5,1.19
11283,14943,Sr1Fe1.75Co0.25As2,15.7
11284,14944,Ca3Ir4Ge13,1.7
11285,14945,Ag0.81Sn1.19Se2,6.415
11286,14947,Y0.7Pr0.3Ba2Cu3O6.75,25.2
11287,14948,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18
11288,14949,Ni14.3U85.7,0.53
11289,14950,Cu1Co1.9Cr0.1S4,3
11290,14951,B1Hf1,3.1
11291,14952,Cu4.5Sr2Ca3Cr0.5O11.45,71
11292,14953,Bi1.8Pb0.2Sr1.7La0.3Cu1O1Y1,27.4
11293,14954,Ba0.1Pb3Sr0.9,1.75
11294,14955,La0.8Y0.2Fe0.995Mn0.005As1F0.11O0.89,26.15
11295,14956,Th70.2Tm29.8,0.67
11296,14958,Nb25Ti70Mo5,7.4
11297,14960,Li0.16Zr1N1Cl1,13.8
11298,14961,Nb3Sn0.94Al0.06,18
11299,14963,Nd1.85Ce0.15Cu0.95Zn0.05O4,8
11300,14964,Gd1Ba1.5Sr0.5Cu3O6.63,17
11301,14965,Y1Ba2Cu2.8Fe0.2O6.93,49
11302,14966,Gd0.8Ca0.05Hf0.15Ba2Cu3O6.86,80.6
11303,14967,Tl1Sr2Ca0.8Y0.2Cu2O7,52.75
11304,14969,La1.74Sr0.26Cu1O4,9.5875
11305,14972,Sm1Fe1P1O1,2.5
11306,14973,Nb0.03Tc0.97,12.8
11307,14974,Tm1Ba2Cu3O6.86,87.2
11308,14975,Sm1Rh4B4,2.6475
11309,14976,Bi3Ca1,1.85
11310,14979,Ca1.85Na0.15Cu1Cl2O2,24.225
11311,14980,Ca0.6Na0.4Fe2As2,21
11312,14982,Y1Fe4P12,7
11313,14983,Ho0.7Ca0.3Ba2Cu4O8,87
11314,14985,Lu5Ir4Si91C1,3.74
11315,14986,Ce1Bi1S2F0.5O0.5,3.446
11316,14987,Rh2Ta3,2.35
11317,14988,Nb3Rh0.9Co0.1,1.9
11318,14990,La2.7Ca0.6Ba2.7Cu6O14.186,74
11319,14991,Y0.6Pr0.4Ba1Sr1Cu3O6.9,60.5
11320,14992,Y1Ba1.8La0.2Cu3O7.05,77.3
11321,14993,Na2Cs0.93C60,9.6
11322,14995,B5Mo1.8Sc0.2,8.8
11323,14996,Sn1Nb1Se3,3.02
11324,14998,Ce0.916Yb0.084Co1In5,1.84
11325,15000,Y0.85Ca0.15Ba2Cu3O6.65,83
11326,15001,Ca0.857La0.143Fe2As2,44
11327,15004,Y0.8Ca0.2Ba2Cu3O6.41,32.4
11328,15006,Ca0.6Mo1S2,4
11329,15008,Sn0.97As0.008Te0.992,0.022
11330,15009,V0.45Nb0.5Zr1,4.3
11331,15010,Y1Ba1.6La0.4Cu3O7,32.2
11332,15011,Bi1.95Sr1.65Pr0.4Cu1O4,35
11333,15012,La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
11334,15013,Pb0.9769Sn0.0231,7.213
11335,15014,Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
11336,15015,Nb3Rh0.95Ru0.05,2.42
11337,15016,Tm4Os4Si13,2.6
11338,15017,Sm1Fe1As0.9P0.1F0.12O0.88,36.35
11339,15018,Nb3Rh0.98Co0.02,2.28
11340,15020,Na0.4H3.6Pb1.14S5.14Ta2O1.8,3.7
11341,15021,Gd0.7Pr0.2Ca0.1Ba2Cu3O7,64.4
11342,15022,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,67.5
11343,15023,Nb0.75Al0.175Ga0.075,19.1
11344,15025,La1Sb2,0.8
11345,15026,Ba4Na2Ge25,0.84
11346,15027,Er0.95Y0.05Pd2Sn1,1.26
11347,15028,In1Pd1,0.7
11348,15029,Li1Hf1N1Cl0.525Br0.475,22.7
11349,15030,Ce0.84Y0.1Gd0.06Ru2,4.55
11350,15031,K0.8Fe2Se2,31.36428571
11351,15033,La2.92Pr0.18Tl1,6.51
11352,15034,Dy1Ba2Cu2.9Ga0.1O6.7,68
11353,15035,Eu0.6Pr0.4Ba2Cu4O8,40
11354,15036,Y1Sr2Cu2.8Mo0.2O7.1,71
11355,15037,Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1
11356,15038,Y1Ba2Cu3O6.46,45
11357,15040,Sm1Fe0.99Ni0.01As1F0.12O0.88,45.7
11358,15041,Ca10Pt3.42Fe9.58As18,9.87
11359,15042,Ba0.9Na0.1Ti2Sb2O1,4.24
11360,15043,Tb0.56Ca0.44Fe1As1O1,15.6
11361,15044,As0.25Se0.75Y1,0.78
11362,15045,Ti0.25Nb0.5Sb0.25,3.05
11363,15046,Ba1Fe1.832Co0.15Mn0.018As2,13.5
11364,15047,Nb0.37Ta0.63,5.31
11365,15048,Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,79.6
11366,15049,Zr2Co0.75Cu0.25,4.89
11367,15050,V0.75Si0.125Al0.125,10.4
11368,15052,Mo0.15V0.85,2.28
11369,15053,Bi2Sr1.76La0.24Cu1O6,24
11370,15054,Y2C2Br1I1,5.08
11371,15055,Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,62
11372,15056,La7Rh3,2.59
11373,15057,N0.99V1,7.91
11374,15058,Nb27.5Ta27.5Ir45,3.935
11375,15059,Co1U1,1.7
11376,15060,Th1Ca3Ba1Cu3O91,124.5
11377,15061,Y0.68Tb0.32Ba2Cu3O7,91
11378,15062,V66.6Zr33.3,9.64
11379,15063,Tc0.875Ti0.125,8.7
11380,15064,Y1Ba2Cu2.8Al0.2O6.91,85
11381,15065,Y0.9Pr0.1Ba2Cu3O6.8,65.6
11382,15066,Y1.6Lu0.4Fe3Si5,1.65
11383,15067,Bi2Sr1.8La0.2Cu1O6.3,18
11384,15068,Al0.32La0.68,3.23
11385,15069,Bi2Sr2.7Nd0.3Cu2O1Y1,63.38
11386,15070,Sr1Ir2As2,2.8
11387,15071,Tl0.5Pb0.5Sr2Ca1Cu2.95Ni0.05O7,50
11388,15073,La1.8Nd0.2Cu1O4.093,25.6
11389,15074,Lu1Ni1B1C1,2.786666667
11390,15075,Co1Ta1.75Zr0.25,0.95
11391,15076,Y1La0.2Ba1.8Cu3O7.57,89.6
11392,15077,V2.742Zr0.258Ga1,9.9
11393,15078,Y1Pd2Al3,2.2
11394,15080,Sn0.92Ag0.05Te1,1.66
11395,15081,Y1In3,0.96
11396,15082,Cu0.04Ta1S2,4.2
11397,15083,Ca10Pt3.474Fe9.526As18,11.85
11398,15085,Nb3Sn0.98Al0.02,17.9
11399,15087,Y1Ba2Cu3.84Co0.16O8,54.3
11400,15089,Er4Os6Sn19,1.25
11401,15090,Bi0.1Pb0.9,7.95
11402,15092,Yb0.8Pr0.2Ba2Cu3O6.88,79.9
11403,15097,Ba1Pb0.75Bi0.25O3,9.9
11404,15099,Y1Ba2Cu2.8Ni0.2O6.82,45
11405,15100,Bi1Sr0.7Nd0.3Cu1O1Y1,13.2
11406,15101,N0.84H2.52Na1K2C60,13
11407,15102,V75Si5Ga20,10.58
11408,15103,W1,0.0157
11409,15104,Th1Pt4Ge12,4.71
11410,15105,La1.8K0.2Cu1O4,41
11411,15106,Ca0.85Sm0.15Fe1As2,17.6
11412,15107,Mg1B1.924C0.076,35.78
11413,15108,Fe2As2Ca4Mg0.75Ti2.25O7.5,42.5
11414,15109,Hf0.025Re0.975,7.3
11415,15110,Ca0.84La0.16Fe1As2,34
11416,15111,V1Nb2Sn1,9.8
11417,15112,Bi1.95Sr1.85Pr0.2Cu1O4,28
11418,15114,Er1Ba2Cu2.64Zn0.18Fe0.18O6.95,21
11419,15116,Y1Ca1Ba2Cu3Ni1O6.89,91
11420,15117,Sm1Fe1As1O0.85,53.23333333
11421,15118,Pb0.9904Sb0.0096,7.29
11422,15119,Ga7Pt3,2.9
11423,15120,Sn0.904In0.084Te1,1.76
11424,15122,La1Pd0.85Bi2,2.1
11425,15123,Al1N1,1.55
11426,15124,Na1Fe0.939Co0.061As1,13.4
11427,15126,Bi1.6Pb0.4Sr2Cu3Ca2O10.04,45
11428,15127,Er1Ni0.973Co0.054B2C1,7.2
11429,15128,Pd27Zr73,2.6
11430,15129,Sn0.97Te1,0.143666667
11431,15130,Th1Pt3B1,0.75
11432,15131,La1.3Ba1.5Ca0.2Cu3O6.92,45
11433,15132,La1.25Ca0.35Ba1.4Cu3O7.108,74.3
11434,15133,Y1Ba2Cu3F1.11O6,45
11435,15134,Rb0.75Fe1.6Se1.5S0.5,28
11436,15135,Mg1B1.98C0.02,37.53333333
11437,15136,La1.74Nd0.1Ba0.16Cu1O4,16.9
11438,15137,Pr1.85Ce0.15Cu0.98V0.02O3.98,22.3
11439,15138,Bi2Sr2Eu1.64Ce0.36Cu2O10.26,27
11440,15140,Ca0.82Pr0.18Fe1As1.98Sb0.02,26
11441,15141,Cu1Co1.98Cr0.02S4,3.4
11442,15144,Pb2Sr2Ho0.5Ca0.5Cu2.94Pt0.06O8,80.4
11443,15146,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.29,25.2
11444,15147,Na0.75Co0.99Ir0.01H2.6O3.3,3.54
11445,15148,Mo0.96Nb0.04Ga4,8
11446,15150,Nd0.8Th0.2Fe1As1O1,43
11447,15151,Y1Ba2Cu3H0.38O7,93.8
11448,15152,Nb0.22Ti0.8,7.8
11449,15153,Y0.9Ca0.1Ba1.8La0.2Cu3O6.97,87
11450,15154,Y1Ba2Cu3.956Zn0.044O8,56.8
11451,15155,Ga0.1Pb0.9,6.33
11452,15156,La1C2,1.7475
11453,15157,La1.85Sr0.15Cu0.975Ni0.025O4,19.98
11454,15158,Pd22Zr78,2.88
11455,15159,Nb3Ge0.1Sn0.9,17.97
11456,15160,Sm1Ba2Cu2.9Fe0.1O6.89,66
11457,15161,Al1Mo3,0.58
11458,15162,Ce1Bi3.5Pb0.5Te6,3
11459,15164,Fe1Cr0.01Se1,10.8
11460,15166,Th1Ir0.6Ru1.4,2.87
11461,15167,Pr1Os2.4Ru1.6Sb12,1.16
11462,15169,Zr1Rh1P1,1.525
11463,15170,La1.736Nd0.116Ba0.15Cu1O4,29
11464,15171,Nb0.3Ta0.7,5.15
11465,15172,Ba0.805K0.195Fe1.738Co0.262As2,14
11466,15173,Ce0.013La0.987,3.4
11467,15174,Y1Ba2Cu2.975Zn0.025O6.93,82.8
11468,15175,Nb1Sn3,18
11469,15176,Y1Ba2Cu4O7.95,82
11470,15177,Ba0.33K0.67Bi1O3,0.77
11471,15179,Au0.24Te0.76,1.72
11472,15181,Ge1H0.005V3,5.8
11473,15182,Pd2Y0.9Tm0.1Sn1,4.12
11474,15184,Ba1Fe1.97Mn0.03As1.3P0.7,16
11475,15186,Y0.86Gd0.14Ni2B2C1,10.475
11476,15187,Sr2V1Fe1As1O2.5,20
11477,15188,Fe1.03Te0.6Se0.4,14
11478,15189,Fe0.95Co0.05Se1,10
11479,15190,Sr2Cu1O3.1,70
11480,15191,Y0.7Ca0.3Ba2Cu3O6.87,88.7
11481,15193,Tl1Sr1.5Eu0.5Ca1Cu2O7,88
11482,15195,Ba0.698Na0.302Fe2As2,18
11483,15196,Bi2Sr2Cu1O6.09,10
11484,15198,Eu1Rb1Fe4As4,36
11485,15199,U0.9397Th0.0603Be13,0.344
11486,15200,Y0.8Pr0.2Ba2Cu3O6.82,71.6
11487,15201,Ba1Fe1.86Co0.14As2,22.4
11488,15202,U1Ni2.02Al3,1.14
11489,15203,Sr2Nd0.2Ca0.8Cu2F1O5,86
11490,15204,Yb0.2W1Se2,2.2
11491,15205,Nb0.8Ga0.18Ni0.02,12.4
11492,15207,U1Pd2Al2.55Ga0.45,0.76
11493,15208,Ti1V1,6.09
11494,15210,Na0.35Co1H2.6O3.3,4.66
11495,15211,Bi1.6Pb0.4Sr2Cu3Ca2O10.11,84
11496,15213,Sr1Si1.7Ni0.3,2.8
11497,15214,Os0.25W0.75,3.02
11498,15216,La0.8Y0.2Fe1As1F0.1O0.9,32
11499,15218,Er0.8Pr0.2Ba2Cu3O7,76.4
11500,15219,Hg0.92Ba2.05Cu1.03O4.065,91.6
11501,15222,Ca1La1Ba1Cu2.8P0.2O7,90
11502,15223,Y0.4Pr0.6Ba2Cu3O6.95,9
11503,15224,Fe0.99Ni0.01Se0.3Te0.7,9.5
11504,15225,Fe1Se0.93,7
11505,15228,Cr0.72Ir0.28,0.83
11506,15229,Nb0.17Ta0.83,4.65
11507,15230,Fe1.18Te0.6Se0.4,11.6
11508,15233,Lu5Rh4Ge10,2.79
11509,15234,Y0.8Cd0.2Ba2Cu3O7,92.8
11510,15236,Ba1Fe1.75Zn0.14Co0.11As2,5
11511,15237,Ce1Fe1As1D0.4O0.6,43
11512,15239,Sn0.56Pb0.24In0.2Te1,3.87
11513,15241,Sm1.75Gd0.1Ce0.15Cu1O3.97,21.4
11514,15242,Bi0.575Pb0.425,8.03
11515,15243,Cu0.005V0.995,4.92
11516,15244,Hg4K1,3.27
11517,15245,Bi0.5Sb0.5,2.94
11518,15246,Y2Br0.25Cl1.75C2,2.85
11519,15247,Pt0.017U0.983,0.85
11520,15248,Th0.65Y0.35,1.53
11521,15249,Sm1Fe1As0.55P0.45H0.26O0.74,17
11522,15250,Rb0.14W1O3,5.1
11523,15251,La1.85Sr0.15Cu1Fe1O4,39.9
11524,15252,Hg1Ba2Cu1O4.06,73
11525,15253,Nd1.85Ce0.15Cu1O4.026,21.1
11526,15255,Y0.85Pr0.05Ca0.1Ba2Cu4O8,83.8
11527,15256,Pb0.2375Sn0.7125In0.05Te1,2.66
11528,15257,Re24Ti5,6.6
11529,15258,Ta1Se1.2Te0.8,1.585
11530,15259,Hg1Ba2Cu1O4.16,88
11531,15261,Bi0.05Pb0.95,7.388
11532,15262,Eu1.6Ce0.4Sr2Ru1Cu2O10,32
11533,15263,Co1Y3,0.34
11534,15264,La3Ca0.5Cd0.5Ba3Cu7O16.375,59
11535,15265,La0.15Ce0.85Ru2,5.872
11536,15266,La1Pd0.6Ge0.14,2.8
11537,15267,Y1Ba2Cu2.982Zn0.018O1Y1,82
11538,15268,Ir0.26Mo0.74,6.7
11539,15269,Y1Ba1.8Cu2.8Co0.2O6.95,43
11540,15271,Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36
11541,15272,Ca1Tl1.8Pb1.2,2.8
11542,15274,Hg0.06Sn0.94,5.05
11543,15275,Ga0.5Si0.5V3,18.2
11544,15276,Ge2Sc1,1.3
11545,15277,V3Si0.8Al0.2,14
11546,15278,Nb24Ti75Ta1,7.4
11547,15279,Y1Ba1.97La0.03Cu3O6.96,93.2
11548,15281,U0.978Th0.022Be13,0.539
11549,15282,Bi4S2.97Se0.03O4,4.2
11550,15283,Tl1.6Ba2Ca3.3Cu4O11.89,103
11551,15284,In25Sb75,4.1
11552,15286,La1.92Ca0.08Cu1O4,15
11553,15287,Cr1Ru2,2
11554,15288,Sc0.25Y0.75Ir3.6Rh0.4B4,2.92
11555,15289,Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5
11556,15290,Fe1Sr2Y1Cu2O7.51,53.5
11557,15291,Cs1Bi4.1Te5.9,4.4
11558,15292,Bi1.2Pb0.8Sr2Ca1Cu2O8,93
11559,15293,Y0.9Th0.1Ni1C2,6.005
11560,15294,Er0.95Ca0.05Ba2Cu4O8,83.2
11561,15296,Lu1Rh5,0.49
11562,15297,Sr0.2Mo1S2,5.05
11563,15299,Bi2Sr2Ca1Cu2O8.293,87.5
11564,15300,La1.9Pr0.1Ca0.2Ba2Cu4.2O9.8786,25.5
11565,15301,Ba1Fe1.926Co0.074As2,6.2
11566,15304,Y0.8Ca0.2Ba1.8La0.2Cu3O6.94,84
11567,15305,Pd0.165Sb0.835,4.9
11568,15306,Yb0.7Pr0.3Ba2Cu3O6.97,73.5
11569,15307,Nd1Ba2Cu3O6.81,91.7
11570,15308,Zr1P1.4S0.6,4.99
11571,15310,Ce1Rh0.45Ir0.55In5,0.82
11572,15311,Nd1.85Ce0.15Cu0.998Fe0.002O4,19.5
11573,15313,Pd1Te2,1.61
11574,15314,Ir0.725Os0.175Rh0.1,0.16
11575,15315,La1Pd0.8Sb2,3.25
11576,15317,Sr2Cu1F2O2,44.33333333
11577,15318,Lu0.85Er0.15Ru1B2,8.86
11578,15319,Sm1.25Gd0.6Ce0.15Cu1O3.97,16.8
11579,15321,Ba0.59K0.41Fe2As2,36.9
11580,15323,Ir0.4Nb0.55O0.05,10.5
11581,15324,Sc1Tc2,10.9
11582,15325,Pd35Zr65,1.98
11583,15326,Ba1Fe1.856Cu0.088As2,2.15
11584,15327,Mg1B1.938C0.062,37
11585,15328,Sm1Fe1As1H0.25O0.75,54.85
11586,15330,La1.7Nd0.2Ba0.1Cu1O4,15
11587,15331,Ca10Pt5Fe91As18,9.78
11588,15332,Y1Ba1.6La0.4Cu3O7.04,59
11589,15333,La0.3Y0.7Fe1As1F0.15O0.85,38
11590,15335,Fe1Se0.5Te0.5,12.97125
11591,15336,Ce1Pd1Bi1,1.3
11592,15337,La1.85Sr0.15Cu0.992Zn0.008O4,29.375
11593,15338,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.1,50
11594,15339,Y1Ba2Cu2.94Zn0.06O6.93,75
11595,15341,Y0.9Pr0.1Ba2Cu3O6.96,83
11596,15342,Sr2Ca1Cu2.8O7.5,83
11597,15343,Sb1,1.416666667
11598,15344,Y1Ba2Cu2.85Co0.15O7.03,65
11599,15345,Y1Ba1.8La0.2Cu3O6.6,28.1
11600,15348,La1Pd2Ge1.9Sn0.1,1.25
